"Seviye";"Türkçe İpucu";"İngilizce Cevap";"Kelime Türü";"Sıklık Sırası";"Durum";"Durum Kodu";"İnceleyen Model";"Güven";"Önerilen İpucu";"İnceleme Gerekçesi";"Alternatifler";"Kaynak"
"B1";"Gazoz";"POP";"Noun";"2889";"AI reddi";"ai_rejected";"ollama:gemma4:12b";"1";"Patlama";"The clue 'Gazoz' (Soda) is a specific product, not a direct translation of the verb/noun 'POP'. 'Patlama' is a better fit.";"Patlamak";"freedict+kelly+frequencywords"
"B1";"Saldırmak";"RUSH";"Verb";"2890";"İnsan incelemesi";"needs_review";"ollama:gemma4:12b";"0.8";"Acele";"The clue 'Saldırmak' (Attack) is one of the meanings but 'Acele' or 'Hız' is more common for 'Rush'. Ambiguity exists.";"Koşmak | Hız | Hamle | Hücum";"freedict+kelly+frequencywords"
"B1";"Kazı";"DIG";"Verb";"2891";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"1";"Kazı";"The clue 'Kazı' is a correct single-word noun/verb equivalent for 'DIG'.";"";"freedict+kelly+frequencywords"
"B1";"Birdenbire";"SUDDEN";"Adjective";"2892";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"1";"Birdenbire";"The clue 'Birdenbire' is a perfect single-word adverbial/adjectival equivalent for 'SUDDEN'.";"";"freedict+kelly+frequencywords"
"B1";"Vermek";"LEND";"Verb";"2894";"AI reddi";"ai_rejected";"ollama:gemma4:12b";"1";"";"The clue 'Vermek' is too broad and can mean 'give'. 'Ödünç vermek' is the specific meaning of 'Lend'.";"";"freedict+kelly+frequencywords"
"B1";"Tuğla";"BRICK";"Noun";"2896";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"1";"Tuğla";"The clue is accurate, single-word, and matches the noun category.";"";"freedict+kelly+frequencywords"
"B1";"Şaka";"JOKE";"Noun";"2897";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"1";"Şaka";"The clue is accurate and unambiguous for the word 'Joke'.";"Eğlenmek";"freedict+kelly+frequencywords"
"B1";"Özür";"EXCUSE";"Noun";"2898";"İnsan incelemesi";"needs_review";"ollama:gemma4:12b";"0.9";"Bahane";"The word 'Özür' usually refers to the act of apologizing, while 'Bahane' is the more common translation for 'Excuse' as a noun.";"Affedersiniz | Sebep | İzin | Bahane";"freedict+kelly+frequencywords"
"B1";"Fazla";"SPARE";"Adjective";"2899";"AI reddi";"ai_rejected";"ollama:gemma4:12b";"1";"Yedek";"The clue 'Fazla' means 'extra/excess'. 'Yedek' is the correct term for 'Spare' in this context.";"Kısa | Zayıf | Vermek | Eksik";"freedict+kelly+frequencywords"
"B1";"Kömür";"COAL";"Noun";"2900";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"1";"Kömür";"The clue is a direct, single-word translation and matches the word class and level.";"";"freedict+kelly+frequencywords"
"B1";"Zil";"BELL";"Noun";"2903";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"1";"Zil";"The primary meaning 'Zil' is a perfect single-word clue for the noun 'Bell'.";"Çan";"freedict+kelly+frequencywords"
"B1";"Göğüs";"CHEST";"Noun";"2906";"İnsan incelemesi";"needs_review";"ollama:gemma4:12b";"0.85";"Sandık";"The word 'Chest' is polysemous (body part vs. container). 'Sandık' is a better specific clue for a vocabulary test.";"Sandık";"freedict+kelly+frequencywords"
"B1";"Altıncı";"SIXTH";"Number";"2907";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"1";"Altıncı";"The clue is a direct translation of the ordinal number.";"";"freedict+kelly+frequencywords"
"B1";"Delikanlı";"LAD";"Noun";"2908";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"0.95";"Delikanlı";"The clue 'Delikanlı' accurately reflects the meaning of 'Lad' in a single word.";"";"freedict+kelly+frequencywords"
"B1";"Kutu";"BIN";"Noun";"2909";"İnsan incelemesi";"needs_review";"ollama:gemma4:12b";"0.9";"Çöp";"The clue 'Kutu' (Box) is ambiguous. 'Çöp' (Trash) is a more specific and accurate single-word clue for 'Bin'.";"Sandık | Ambar";"freedict+kelly+frequencywords"
"B1";"Kemer";"BELT";"Noun";"2910";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"1";"Kemer";"The clue 'Kemer' is a precise and common translation for 'Belt'.";"Kuşak";"freedict+kelly+frequencywords"
"B1";"Garaj";"GARAGE";"Noun";"2912";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"1";"Garaj";"The clue 'Garaj' is a direct and correct translation for 'Garage'.";"";"freedict+kelly+frequencywords"
"B1";"Avlamak";"CHASE";"Verb";"2917";"İnsan incelemesi";"needs_review";"ollama:gemma4:12b";"0.95";"Kovalamak";"The clue 'Avlamak' means 'to hunt'. 'Kovalamak' is the correct translation for 'Chase'.";"Kovalamak | Oluk";"freedict+kelly+frequencywords"
"B1";"Son";"TAIL";"Noun";"2918";"İnsan incelemesi";"needs_review";"ollama:gemma4:12b";"0.95";"Kuyruk";"The clue 'Son' (Last/End) is ambiguous. 'Kuyruk' is the specific anatomical meaning for 'Tail'.";"Arka | Nihayet | Yazı | Kuyruk";"freedict+kelly+frequencywords"
"B1";"Çit";"FENCE";"Noun";"2919";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"1";"Çit";"The clue 'Çit' is a precise, single-word noun matching the word 'FENCE' at B1 level.";"";"freedict+kelly+frequencywords"
"B1";"Hamile";"PREGNANT";"Adjective";"2921";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"1";"Hamile";"The clue 'Hamile' is the standard and most common translation for 'PREGNANT'.";"Gebe";"freedict+kelly+frequencywords"
"B1";"Sinirli";"UPSET";"Verb";"2926";"İnsan incelemesi";"needs_review";"ollama:gemma4:12b";"0.85";"Üzüntülü";"The current clue 'Sinirli' (angry) is only one possible meaning. 'Üzüntülü' is a more common general translation for 'upset'.";"Dövmek | Üzüntülü";"freedict+kelly+frequencywords"
"B1";"Edilmek";"BEND";"Verb";"2928";"AI reddi";"ai_rejected";"ollama:gemma4:12b";"0.9";"Eğmek";"The current clue 'Edilmek' is a passive form and grammatically incorrect for the verb 'BEND'. 'Eğmek' is the correct active verb.";"Eğmek | Düğüm | Dirsek | Viraj";"freedict+kelly+frequencywords"
"B1";"Çığlık";"SCREAM";"Verb";"2931";"İnsan incelemesi";"needs_review";"ollama:gemma4:12b";"0.9";"Bağırmak";"The current clue 'Çığlık' is a noun, but the word 'SCREAM' is listed as a Verb. 'Bağırmak' is the correct verb form.";"Bağırmak | Bağırma | Feryat";"freedict+kelly+frequencywords"
"B1";"Abd";"KNIFE";"Noun";"2935";"AI reddi";"ai_rejected";"ollama:gemma4:12b";"1";"Bıçak";"The current clue 'Abd' is incorrect and unrelated to 'Knife'. 'Bıçak' is the correct single-word Turkish equivalent.";"Çakı";"freedict+kelly+frequencywords"
"B1";"Öpmek";"LIP";"Noun";"2938";"AI reddi";"ai_rejected";"ollama:gemma4:12b";"1";"Dudak";"The clue 'Öpmek' is a verb (to kiss), while 'LIP' is a noun. 'Dudak' is the correct noun form.";"";"freedict+kelly+frequencywords"
"B1";"Altında";"UNDERNEATH";"Preposition";"2940";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"1";"Altında";"The clue is accurate, single-word, and matches the part of speech.";"Altına | Alt";"freedict+kelly+frequencywords"
"B1";"Baş";"NUT";"Noun";"2941";"AI reddi";"ai_rejected";"ollama:gemma4:12b";"1";"Fındık";"The clue 'Baş' means 'head'. 'Nut' in this context refers to a nut (seed/fruit). 'Fındık' or 'Ceviz' would be appropriate.";"";"freedict+kelly+frequencywords"
"B1";"Sepet";"BASKET";"Noun";"2942";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"1";"Sepet";"The clue is accurate, single-word, and matches the part of speech.";"";"freedict+kelly+frequencywords"
"B1";"Kase";"BOWL";"Noun";"2943";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"1";"Kase";"The clue 'Kase' is a precise, single-word Turkish equivalent for 'Bowl' and matches the B1 level.";"Tas | Leğen | Şaşırtmak";"freedict+kelly+frequencywords"
"B1";"Karın";"STOMACH";"Noun";"2944";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"1";"Karın";"The clue 'Karın' is a standard, single-word translation for 'Stomach' in this context.";"Mide | Katlanmak | İştah | İstek";"freedict+kelly+frequencywords"
"B1";"Halı";"CARPET";"Noun";"2946";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"1";"Halı";"The clue 'Halı' is the direct and correct single-word translation for 'Carpet'.";"";"freedict+kelly+frequencywords"
"B1";"Garip";"WEIRD";"Adjective";"2949";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"1";"Garip";"The clue 'Garip' is a common and accurate single-word translation for 'Weird'.";"Acayip | Büyü | Esrarengiz";"freedict+kelly+frequencywords"
"B1";"Saçmalık";"SILLY";"Adjective";"2950";"İnsan incelemesi";"needs_review";"ollama:gemma4:12b";"0.85";"Budala";"The current clue 'Saçmalık' is a noun (nonsense), while 'Silly' is an adjective. 'Budala' or 'Gülünç' would be better as they match the part of speech.";"Sersem | Budala | Gülünç | Ahmak";"freedict+kelly+frequencywords"
"B1";"Kötü";"NASTY";"Adjective";"2951";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"1";"Kötü";"The clue 'Kötü' is a direct and accurate single-word synonym for 'nasty' in this context.";"Pis | Sıkıcı | Çirkin | İğrenç";"freedict+kelly+frequencywords"
"B1";"Kirli";"MESS";"Noun";"2953";"AI reddi";"ai_rejected";"ollama:gemma4:12b";"0.95";"Karışıklık";"The current clue 'Kirli' means 'dirty' (adjective), while 'mess' is a noun. 'Karışıklık' is the correct noun form.";"Karışıklık | Bozukluk | Bozmak | Pasaklı";"freedict+kelly+frequencywords"
"B1";"Koku";"SMELL";"Noun";"2956";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"1";"Koku";"The clue 'Koku' is a perfect single-word translation for the noun 'smell'.";"Kokmuş | İma";"freedict+kelly+frequencywords"
"B1";"Fırın";"OVEN";"Noun";"2957";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"1";"Fırın";"The clue 'Fırın' is the exact and standard translation for 'oven'.";"";"freedict+kelly+frequencywords"
"B1";"Kalıp";"IMPRESS";"Verb";"2961";"AI reddi";"ai_rejected";"ollama:gemma4:12b";"0.95";"Etkilemek";"The current clue 'Kalıp' means 'mold' or 'template'. 'Etkilemek' is the correct verb translation for 'impress'.";"Nişan | Etkilemek | Eser | Damga";"freedict+kelly+frequencywords"
"B1";"Merdiven";"LADDER";"Noun";"2962";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"1";"Merdiven";"The clue is accurate, single-word, and matches the part of speech.";"";"freedict+kelly+frequencywords"
"B1";"Lastik";"RUBBER";"Noun";"2964";"İnsan incelemesi";"needs_review";"ollama:gemma4:12b";"0.9";"Kauçuk";"The current clue 'Lastik' is common but 'Kauçuk' is the more precise material definition for rubber.";"Kauçuk";"freedict+kelly+frequencywords"
"B1";"Etkisiz";"DUCK";"Noun";"2967";"AI reddi";"ai_rejected";"ollama:gemma4:12b";"0.95";"Ördek";"The clue 'Etkisiz' is a mistranslation or confusion with 'dull'. The correct noun is 'Ördek'.";"Dalmak | Batmak";"freedict+kelly+frequencywords"
"B1";"Boğaz";"THROAT";"Noun";"2970";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"1";"Boğaz";"The clue is accurate and matches the noun category.";"Gırtlak";"freedict+kelly+frequencywords"
"B1";"Saçma";"RUBBISH";"Noun";"2974";"İnsan incelemesi";"needs_review";"ollama:gemma4:12b";"0.9";"Çöp";"The clue 'Saçma' is an adjective/adverb usage. As a noun, 'Çöp' is the primary meaning.";"Döküntü";"freedict+kelly+frequencywords"
"B1";"Fasulye";"BEAN";"Noun";"2976";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"1";"Fasulye";"The clue 'Fasulye' is a direct and accurate translation for 'BEAN'.";"";"freedict+kelly+frequencywords"
"B1";"Kalıp";"STAMP";"Noun";"2977";"AI reddi";"ai_rejected";"ollama:gemma4:12b";"0.95";"Pul";"The current clue 'Kalıp' is incorrect for 'STAMP'. 'Pul' is the correct single-word translation.";"Marka | Soy | Pul | Cins";"freedict+kelly+frequencywords"
"B1";"Ölüm";"CURTAIN";"Noun";"2978";"AI reddi";"ai_rejected";"ollama:gemma4:12b";"0.98";"Perde";"The clue 'Ölüm' is completely incorrect for 'CURTAIN'. 'Perde' is the correct translation.";"Perde";"freedict+kelly+frequencywords"
"B1";"Çıkın";"PACKET";"Noun";"2980";"AI reddi";"ai_rejected";"ollama:gemma4:12b";"0.98";"Paket";"The clue 'Çıkın' is not a standard translation for 'PACKET'. 'Paket' is the correct term.";"Paket";"freedict+kelly+frequencywords"
"B1";"Boş";"USELESS";"Adjective";"2981";"AI reddi";"ai_rejected";"ollama:gemma4:12b";"0.95";"Faydasız";"The clue 'Boş' is too ambiguous. 'Faydasız' is a more accurate and specific translation for 'USELESS'.";"Faydasız | Yararsız | Nafile";"freedict+kelly+frequencywords"
"B1";"Parça";"TABLET";"Noun";"2982";"AI reddi";"ai_rejected";"ollama:gemma4:12b";"1";"Tablet";"The clue 'Parça' (piece/part) is too ambiguous and can refer to many things. 'Tablet' is the specific term.";"Kalıp | Levha";"freedict+kelly+frequencywords"
"B1";"Kuyruk";"QUEUE";"Noun";"2983";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"1";"Kuyruk";"The clue is accurate, unambiguous, and matches the word type.";"";"freedict+kelly+frequencywords"
"B1";"Tavşan";"RABBIT";"Noun";"2987";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"1";"Tavşan";"The clue is a direct and correct translation.";"";"freedict+kelly+frequencywords"
"B1";"Aksan";"ACCENT";"Noun";"2988";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"1";"Aksan";"The clue is accurate and matches the primary meaning.";"Vurgu";"freedict+kelly+frequencywords"
"B1";"Yedinci";"SEVENTH";"Number";"2989";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"1";"Yedinci";"The clue is a correct ordinal number translation.";"";"freedict+kelly+frequencywords"
"B1";"Karşılık";"QUID";"Noun";"2994";"AI reddi";"ai_rejected";"ollama:gemma4:12b";"1";"Sterlin";"The clue 'Karşılık' means 'equivalent' or 'response'. 'Quid' is a British slang for a pound sterling. The correct one-word clue should be 'Sterlin'.";"";"freedict+kelly+frequencywords"
"B1";"Adam";"BLOKE";"Noun";"2995";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"0.95";"Adam";"The word 'Bloke' means a man/fellow. 'Adam' is a valid one-word synonym in Turkish.";"";"freedict+kelly+frequencywords"
"B1";"Çocuk";"CHAP";"Noun";"2999";"AI reddi";"ai_rejected";"ollama:gemma4:12b";"0.95";"Adam";"The clue 'Çocuk' means 'child'. 'Chap' refers to a man or fellow. 'Adam' is a more accurate one-word synonym.";"Çatlak | Delikanlı | Toprağı";"freedict+kelly+frequencywords"
"B1";"Kamyon";"CARAVAN";"Noun";"3000";"AI reddi";"ai_rejected";"ollama:gemma4:12b";"1";"Kervan";"The clue 'Kamyon' means 'truck'. 'Caravan' means 'kervan'. The current clue is incorrect.";"Kervan";"freedict+kelly+frequencywords"
"B1";"Atmak";"CHUCK";"Verb";"3001";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"0.95";"Atmak";"The verb 'Chuck' means to throw or toss. 'Atmak' is a correct one-word Turkish equivalent.";"";"freedict+kelly+frequencywords"
"B1";"Kalp";"BASTARD";"Noun";"3002";"AI reddi";"ai_rejected";"ollama:gemma4:12b";"1";"Piç";"The current clue 'Kalp' (Heart) is completely unrelated to the word 'Bastard'. 'Piç' is the correct single-word equivalent.";"Sahte | Bayağı | Piç | Hileli";"freedict+kelly+frequencywords"
"B1";"Muhallebi";"PUDDING";"Noun";"3003";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"1";"Muhallebi";"The clue 'Muhallebi' is a correct and common single-word translation for 'Pudding'.";"";"freedict+kelly+frequencywords"
"B1";"Kimse";"BUGGER";"Noun";"3005";"AI reddi";"ai_rejected";"ollama:gemma4:12b";"1";"Lanet";"The clue 'Kimse' (Nobody) is incorrect for 'Bugger'. 'Lanet' or 'Lanetleme' is more appropriate, but 'Lanet' fits the single-word constraint.";"";"freedict+kelly+frequencywords"
"B1";"Göz";"DRAWER";"Noun";"3009";"AI reddi";"ai_rejected";"ollama:gemma4:12b";"1";"Çekmece";"The clue 'Göz' (Eye) is incorrect. 'Çekmece' is the correct translation for 'Drawer'.";"Barmen | Çekmece";"freedict+kelly+frequencywords"
"B1";"Fena";"NAUGHTY";"Adjective";"3011";"AI reddi";"ai_rejected";"ollama:gemma4:12b";"1";"Yaramaz";"The clue 'Fena' (Bad/Severe) is not the best fit for 'Naughty'. 'Yaramaz' is the standard translation.";"Yaramaz | Haylaz | Münasebetsiz";"freedict+kelly+frequencywords"
"B1";"Getirmek";"FETCH";"Verb";"3013";"AI reddi";"ai_rejected";"ollama:gemma4:12b";"1";"Getirmek";"The current clue 'Getirmek' is correct, but the word 'Fetch' is a specific action (to go and bring back). However, 'Getirmek' is the standard translation. The issue is that 'Getirmek' is a very common verb, but the word 'Fetch' is often a '";"Çekici | Hile | Mesafe | Alımlı";"freedict+kelly+frequencywords"
"B1";"Enerji";"BANG";"Verb";"3014";"AI reddi";"ai_rejected";"ollama:gemma4:12b";"1";"Patlama";"The clue 'Enerji' is incorrect for 'Bang'. 'Patlama' or 'Gürültü' would be appropriate.";"Patlama | Gürültü | Morfin | Çarpmak";"freedict+kelly+frequencywords"
"B1";"Sıkışmış";"STUCK";"Adjective";"3015";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"1";"Sıkışmış";"The clue 'Sıkışmış' accurately reflects the meaning of 'Stuck' as an adjective.";"Takılmış | Saplanmış | Tutkun | Batmak";"freedict+kelly+frequencywords"
"B1";"Sert";"RUDE";"Adjective";"3019";"AI reddi";"ai_rejected";"ollama:gemma4:12b";"1";"Kaba";"The clue 'Sert' is ambiguous; 'Kaba' is the precise translation for 'Rude'.";"Kaba | Şiddetli | Kuvvetli | Acemi";"freedict+kelly+frequencywords"
"B1";"Deli";"DAFT";"Adjective";"3020";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"0.95";"Deli";"The clue 'Deli' is a valid and common translation for 'Daft' at the B1 level.";"Kaçık";"freedict+kelly+frequencywords"
"B1";"Temizleyici";"CLEANER";"Noun";"3023";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"1";"Temizleyici";"The clue is accurate, single-word, and matches the part of speech and level.";"";"freedict+kelly+frequencywords"
"B1";"Kazan";"KETTLE";"Noun";"3026";"İnsan incelemesi";"needs_review";"ollama:gemma4:12b";"0.9";"Çaydanlık";"The current clue 'Kazan' (cauldron/boiler) is too broad; 'Çaydanlık' is the specific term for a kettle.";"Tencere | Çaydanlık";"freedict+kelly+frequencywords"
"B1";"Kaşık";"SPOON";"Noun";"3027";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"1";"Kaşık";"The clue is accurate and matches the word perfectly.";"";"freedict+kelly+frequencywords"
"B1";"Arsız";"CHEEKY";"Adjective";"3028";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"1";"Arsız";"The clue is a correct and common translation for the adjective.";"";"freedict+kelly+frequencywords"
"B1";"Çilek";"STRAWBERRY";"Noun";"3030";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"1";"Çilek";"The clue is accurate and matches the noun.";"";"freedict+kelly+frequencywords"
"B1";"Örümcek";"SPIDER";"Noun";"3031";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"1";"Örümcek";"The clue 'Örümcek' is a direct and accurate translation for 'Spider'.";"Zarif";"freedict+kelly+frequencywords"
"B1";"Bebek";"DOLL";"Noun";"3032";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"0.95";"Bebek";"While 'Kukla' is correct, 'Bebek' is the more common term for a toy doll in Turkish.";"";"freedict+kelly+frequencywords"
"B1";"Sis";"FOG";"Noun";"3039";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"0.95";"Sis";"The current clue 'Duman' means 'Smoke'. 'Sis' is the correct translation for 'Fog'.";"";"freedict+kelly+frequencywords"
"B1";"Yün";"WOOL";"Noun";"3040";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"1";"Yün";"The current clue 'Saf' means 'Pure'. 'Yün' is the correct translation for 'Wool'.";"Yün";"freedict+kelly+frequencywords"
"B1";"Mantar";"MUSHROOM";"Noun";"3042";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"1";"Mantar";"The clue 'Mantar' is a direct and accurate translation for 'Mushroom'.";"";"freedict+kelly+frequencywords"
"B1";"Kanepe";"SETTEE";"Noun";"3044";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"1";"Kanepe";"The clue 'Kanepe' is a direct and accurate translation for 'settee' at B1 level.";"";"freedict+kelly+frequencywords"
"B1";"Dökmek";"SPILL";"Verb";"3045";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"0.95";"Dökmek";"While 'Düşürmek' is possible, 'Dökmek' is the primary verb for 'spill'. 'Dökmek' is a better single-word clue.";"Düşmek | Dökme";"freedict+kelly+frequencywords"
"B1";"Öksürük";"COUGH";"Verb";"3046";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"1";"Öksürük";"The clue 'Öksürük' is a correct noun form for the action/condition of coughing.";"";"freedict+kelly+frequencywords"
"B1";"Canım";"HONEY";"Noun";"3047";"İnsan incelemesi";"needs_review";"ollama:gemma4:12b";"0.85";"Bal";"The clue 'Canım' is an affectionate term, but 'Honey' is primarily 'Bal'. Ambiguity between literal and figurative meaning.";"Sevgili | Bal";"freedict+kelly+frequencywords"
"B1";"Hakaret";"SLAP";"Verb";"3049";"AI reddi";"ai_rejected";"ollama:gemma4:12b";"0.9";"Tokat";"The clue 'Hakaret' means 'insult', which is not a direct translation for the physical action 'slap'.";"Birdenbire | Tokat | Ansızın";"freedict+kelly+frequencywords"
"B1";"Yanak";"CHEEK";"Noun";"3051";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"1";"Yanak";"The clue 'Yanak' is a precise, single-word Turkish equivalent for 'cheek' at B1 level.";"";"freedict+kelly+frequencywords"
"B1";"Sıra";"LICK";"Verb";"3052";"AI reddi";"ai_rejected";"ollama:gemma4:12b";"0.95";"Yalamak";"The current clue 'Sıra' means 'turn' or 'row', which is incorrect for 'lick'. 'Yalamak' is the correct verb.";"Yenmek | Tokat | Yalamak";"freedict+kelly+frequencywords"
"B1";"Gül";"ROSE";"Noun";"3053";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"1";"Gül";"The clue 'Gül' is the standard and unambiguous translation for 'rose'.";"Rozet";"freedict+kelly+frequencywords"
"B1";"Limon";"LEMON";"Noun";"3054";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"1";"Limon";"The clue 'Limon' is a direct and correct translation.";"";"freedict+kelly+frequencywords"
"B1";"Çiğne";"CHEW";"Verb";"3055";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"0.9";"Çiğne";"The current clue 'Çiğneme' is a noun (chewing), while 'Chew' is a verb. 'Çiğne' is the better verb form, but 'Çiğneme' is often accepted in some contexts. However, 'Çiğne' is more precise for the verb form.";"";"freedict+kelly+frequencywords"
"B1";"Epey";"TIDY";"Verb";"3056";"AI reddi";"ai_rejected";"ollama:gemma4:12b";"1";"Düzenli";"The current clue 'Epey' (quite/a lot) is unrelated to the meaning of 'Tidy' (neat/orderly).";"Düzenli";"freedict+kelly+frequencywords"
"B1";"Şok";"JAR";"Noun";"3058";"AI reddi";"ai_rejected";"ollama:gemma4:12b";"1";"Kavanoz";"The clue 'Şok' (shock) is incorrect; 'Kavanoz' is the correct noun for 'Jar'.";"Sarsıntı | Kavanoz | Batmak";"freedict+kelly+frequencywords"
"B1";"Abd";"HEATER";"Noun";"3061";"AI reddi";"ai_rejected";"ollama:gemma4:12b";"1";"Isıtıcı";"The clue 'Abd' (USA) is unrelated to 'Heater'. 'Isıtıcı' is the correct term.";"Ocak | Soba";"freedict+kelly+frequencywords"
"B1";"Tıraş";"SHAVE";"Verb";"3062";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"1";"Tıraş";"The clue 'Tıraş' is a correct, single-word Turkish equivalent for the verb 'Shave'.";"";"freedict+kelly+frequencywords"
"B1";"Eksik";"BROKEN";"Adjective";"3063";"AI reddi";"ai_rejected";"ollama:gemma4:12b";"1";"Bozuk";"The clue 'Eksik' (missing) is not the primary meaning of 'Broken'. 'Bozuk' or 'Kırık' is more accurate.";"Bozuk | Kırılmış | Parçalanmış | Yarık";"freedict+kelly+frequencywords"
"B1";"Ayrılmak";"FORK";"Noun";"3064";"AI reddi";"ai_rejected";"ollama:gemma4:12b";"1";"Çatal";"The clue 'Ayrılmak' means 'to separate/split' (verb), but 'FORK' as a noun is 'Çatal'. The current clue is a different meaning.";"Çatal";"freedict+kelly+frequencywords"
"B1";"Dondurucu";"FREEZING";"Adjective";"3065";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"0.95";"Dondurucu";"The clue 'Dondurucu' correctly matches the adjective 'FREEZING'.";"";"freedict+kelly+frequencywords"
"B1";"Biftek";"STEAK";"Noun";"3066";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"0.98";"Biftek";"The clue 'Biftek' is the accurate and common translation for 'STEAK'.";"";"freedict+kelly+frequencywords"
"B1";"Çok";"SORE";"Adjective";"3067";"İnsan incelemesi";"needs_review";"ollama:gemma4:12b";"0.85";"Ağrılı";"The clue 'Çok' means 'much/very'. 'SORE' means 'ağrılı' or 'acıyan'. 'Çok' is ambiguous and potentially incorrect.";"Aşırı | Yara | Sinirli | Şiddetli";"freedict+kelly+frequencywords"
"B1";"Bozuk";"ROTTEN";"Adjective";"3068";"İnsan incelemesi";"needs_review";"ollama:gemma4:12b";"0.9";"Çürük";"The clue 'Bozuk' can mean 'broken' or 'spoiled'. 'Çürük' is the more specific and accurate term for 'ROTTEN'.";"Kötülük | Çürük | Çürümüş";"freedict+kelly+frequencywords"
"B1";"Kalorifer";"RADIATOR";"Noun";"3070";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"1";"Kalorifer";"The clue 'Kalorifer' is a precise, single-word Turkish equivalent for 'Radiator' at B1 level.";"";"freedict+kelly+frequencywords"
"B1";"Korkmuş";"FRIGHTENED";"Adjective";"3071";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"1";"Korkmuş";"The clue 'Korkmuş' is a correct and common single-word translation for 'Frightened'.";"";"freedict+kelly+frequencywords"
"B1";"Yapışkan";"STICKY";"Adjective";"3075";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"1";"Yapışkan";"The clue 'Yapışkan' is a direct and accurate single-word translation for 'Sticky'.";"";"freedict+kelly+frequencywords"
"B1";"Kuaför";"HAIRDRESSER";"Noun";"3077";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"0.95";"Kuaför";"While 'Berber' usually refers to a barber (men's hair), 'Kuaför' is the more standard term for a hairdresser, but 'Berber' is often used interchangeably in general contexts. However, 'Kuaför' is more precise for 'Hairdresser'.";"";"freedict+kelly+frequencywords"
"B1";"Herif";"MUG";"Noun";"3079";"AI reddi";"ai_rejected";"ollama:gemma4:12b";"1";"Kupa";"The current clue 'Herif' means 'guy/fellow' and is unrelated to the object 'Mug'. 'Kupa' is the correct translation.";"Surat | Ağız";"freedict+kelly+frequencywords"
"B1";"Sakız";"GUM";"Noun";"3080";"AI onaylı";"ai_approved";"ollama:gemma4:12b";"1";"Sakız";"The clue 'Sakız' is a precise, single-word Turkish equivalent for 'GUM' at the B1 level.";"";"freedict+kelly+frequencywords"
