"Uzunluk";"Cevap";"Kategori";"Atom Numarası";"Türkçe İpucu";"İngilizce İpucu";"Alternatif Türkçe İpuçları";"Durum"
"2";"JM";"alphabet-pair";"";"İngiliz alfabesinde J ve M harfleri";"Letters J and M in the English alphabet";"";"approved"
"2";"JN";"alphabet-pair";"";"İngiliz alfabesinde J ve N harfleri";"Letters J and N in the English alphabet";"";"approved"
"2";"JO";"alphabet-pair";"";"İngiliz alfabesinde J ve O harfleri";"Letters J and O in the English alphabet";"";"approved"
"2";"JÖ";"alphabet-pair";"";"Türk alfabesinde J ve Ö harfleri";"Letters J and Ö in the Turkish alphabet";"";"approved"
"2";"JP";"alphabet-pair";"";"İngiliz alfabesinde J ve P harfleri";"Letters J and P in the English alphabet";"";"approved"
"2";"JQ";"alphabet-pair";"";"İngiliz alfabesinde J ve Q harfleri";"Letters J and Q in the English alphabet";"";"approved"
"2";"JR";"alphabet-pair";"";"İngiliz alfabesinde J ve R harfleri";"Letters J and R in the English alphabet";"";"approved"
"2";"JS";"alphabet-pair";"";"İngiliz alfabesinde J ve S harfleri";"Letters J and S in the English alphabet";"";"approved"
"2";"JŞ";"alphabet-pair";"";"Türk alfabesinde J ve Ş harfleri";"Letters J and Ş in the Turkish alphabet";"";"approved"
"2";"JT";"alphabet-pair";"";"İngiliz alfabesinde J ve T harfleri";"Letters J and T in the English alphabet";"";"approved"
"2";"JU";"alphabet-pair";"";"İngiliz alfabesinde J ve U harfleri";"Letters J and U in the English alphabet";"";"approved"
"2";"JÜ";"alphabet-pair";"";"Türk alfabesinde J ve Ü harfleri";"Letters J and Ü in the Turkish alphabet";"";"approved"
"2";"JV";"alphabet-pair";"";"İngiliz alfabesinde J ve V harfleri";"Letters J and V in the English alphabet";"";"approved"
"2";"JW";"alphabet-pair";"";"İngiliz alfabesinde J ve W harfleri";"Letters J and W in the English alphabet";"";"approved"
"2";"JX";"alphabet-pair";"";"İngiliz alfabesinde J ve X harfleri";"Letters J and X in the English alphabet";"";"approved"
"2";"JY";"alphabet-pair";"";"İngiliz alfabesinde J ve Y harfleri";"Letters J and Y in the English alphabet";"";"approved"
"2";"JZ";"alphabet-pair";"";"İngiliz alfabesinde J ve Z harfleri";"Letters J and Z in the English alphabet";"";"approved"
"2";"KA";"alphabet-pair";"";"İngiliz alfabesinde K ve A harfleri";"Letters K and A in the English alphabet";"";"approved"
"2";"KB";"alphabet-pair";"";"İngiliz alfabesinde K ve B harfleri";"Letters K and B in the English alphabet";"";"approved"
"2";"KC";"alphabet-pair";"";"İngiliz alfabesinde K ve C harfleri";"Letters K and C in the English alphabet";"";"approved"
"2";"KÇ";"alphabet-pair";"";"Türk alfabesinde K ve Ç harfleri";"Letters K and Ç in the Turkish alphabet";"";"approved"
"2";"KD";"alphabet-pair";"";"İngiliz alfabesinde K ve D harfleri";"Letters K and D in the English alphabet";"";"approved"
"2";"KE";"alphabet-pair";"";"İngiliz alfabesinde K ve E harfleri";"Letters K and E in the English alphabet";"";"approved"
"2";"KF";"alphabet-pair";"";"İngiliz alfabesinde K ve F harfleri";"Letters K and F in the English alphabet";"";"approved"
"2";"KG";"alphabet-pair";"";"İngiliz alfabesinde K ve G harfleri";"Letters K and G in the English alphabet";"";"approved"
"2";"KĞ";"alphabet-pair";"";"Türk alfabesinde K ve Ğ harfleri";"Letters K and Ğ in the Turkish alphabet";"";"approved"
"2";"KH";"alphabet-pair";"";"İngiliz alfabesinde K ve H harfleri";"Letters K and H in the English alphabet";"";"approved"
"2";"KI";"alphabet-pair";"";"İngiliz alfabesinde K ve I harfleri";"Letters K and I in the English alphabet";"";"approved"
"2";"Kİ";"alphabet-pair";"";"Türk alfabesinde K ve İ harfleri";"Letters K and İ in the Turkish alphabet";"";"approved"
"2";"KJ";"alphabet-pair";"";"İngiliz alfabesinde K ve J harfleri";"Letters K and J in the English alphabet";"";"approved"
"2";"KK";"alphabet-pair";"";"İngiliz alfabesinde K ve K harfleri";"Letters K and K in the English alphabet";"";"approved"
"2";"KL";"alphabet-pair";"";"İngiliz alfabesinde K ve L harfleri";"Letters K and L in the English alphabet";"";"approved"
"2";"KM";"alphabet-pair";"";"İngiliz alfabesinde K ve M harfleri";"Letters K and M in the English alphabet";"";"approved"
"2";"KN";"alphabet-pair";"";"İngiliz alfabesinde K ve N harfleri";"Letters K and N in the English alphabet";"";"approved"
"2";"KO";"alphabet-pair";"";"İngiliz alfabesinde K ve O harfleri";"Letters K and O in the English alphabet";"";"approved"
"2";"KÖ";"alphabet-pair";"";"Türk alfabesinde K ve Ö harfleri";"Letters K and Ö in the Turkish alphabet";"";"approved"
"2";"KP";"alphabet-pair";"";"İngiliz alfabesinde K ve P harfleri";"Letters K and P in the English alphabet";"";"approved"
"2";"KQ";"alphabet-pair";"";"İngiliz alfabesinde K ve Q harfleri";"Letters K and Q in the English alphabet";"";"approved"
"2";"KR";"element-symbol";"36";"Atom numarası 36 olan elementin simgesi";"Symbol of the element with atomic number 36";"İngiliz alfabesinde K ve R harfleri";"approved"
"2";"KS";"alphabet-pair";"";"İngiliz alfabesinde K ve S harfleri";"Letters K and S in the English alphabet";"";"approved"
"2";"KŞ";"alphabet-pair";"";"Türk alfabesinde K ve Ş harfleri";"Letters K and Ş in the Turkish alphabet";"";"approved"
"2";"KT";"alphabet-pair";"";"İngiliz alfabesinde K ve T harfleri";"Letters K and T in the English alphabet";"";"approved"
"2";"KU";"alphabet-pair";"";"İngiliz alfabesinde K ve U harfleri";"Letters K and U in the English alphabet";"";"approved"
"2";"KÜ";"alphabet-pair";"";"Türk alfabesinde K ve Ü harfleri";"Letters K and Ü in the Turkish alphabet";"";"approved"
"2";"KV";"alphabet-pair";"";"İngiliz alfabesinde K ve V harfleri";"Letters K and V in the English alphabet";"";"approved"
"2";"KW";"alphabet-pair";"";"İngiliz alfabesinde K ve W harfleri";"Letters K and W in the English alphabet";"";"approved"
"2";"KX";"alphabet-pair";"";"İngiliz alfabesinde K ve X harfleri";"Letters K and X in the English alphabet";"";"approved"
"2";"KY";"alphabet-pair";"";"İngiliz alfabesinde K ve Y harfleri";"Letters K and Y in the English alphabet";"";"approved"
"2";"KZ";"alphabet-pair";"";"İngiliz alfabesinde K ve Z harfleri";"Letters K and Z in the English alphabet";"";"approved"
"2";"LA";"element-symbol";"57";"Atom numarası 57 olan elementin simgesi";"Symbol of the element with atomic number 57";"İngiliz alfabesinde L ve A harfleri";"approved"
"2";"LB";"alphabet-pair";"";"İngiliz alfabesinde L ve B harfleri";"Letters L and B in the English alphabet";"";"approved"
"2";"LC";"alphabet-pair";"";"İngiliz alfabesinde L ve C harfleri";"Letters L and C in the English alphabet";"";"approved"
"2";"LÇ";"alphabet-pair";"";"Türk alfabesinde L ve Ç harfleri";"Letters L and Ç in the Turkish alphabet";"";"approved"
"2";"LD";"alphabet-pair";"";"İngiliz alfabesinde L ve D harfleri";"Letters L and D in the English alphabet";"";"approved"
"2";"LE";"alphabet-pair";"";"İngiliz alfabesinde L ve E harfleri";"Letters L and E in the English alphabet";"";"approved"
"2";"LF";"alphabet-pair";"";"İngiliz alfabesinde L ve F harfleri";"Letters L and F in the English alphabet";"";"approved"
"2";"LG";"alphabet-pair";"";"İngiliz alfabesinde L ve G harfleri";"Letters L and G in the English alphabet";"";"approved"
"2";"LĞ";"alphabet-pair";"";"Türk alfabesinde L ve Ğ harfleri";"Letters L and Ğ in the Turkish alphabet";"";"approved"
"2";"LH";"alphabet-pair";"";"İngiliz alfabesinde L ve H harfleri";"Letters L and H in the English alphabet";"";"approved"
"2";"LI";"element-symbol";"3";"Atom numarası 3 olan elementin simgesi";"Symbol of the element with atomic number 3";"İngiliz alfabesinde L ve I harfleri";"approved"
"2";"Lİ";"alphabet-pair";"";"Türk alfabesinde L ve İ harfleri";"Letters L and İ in the Turkish alphabet";"";"approved"
"2";"LJ";"alphabet-pair";"";"İngiliz alfabesinde L ve J harfleri";"Letters L and J in the English alphabet";"";"approved"
"2";"LK";"alphabet-pair";"";"İngiliz alfabesinde L ve K harfleri";"Letters L and K in the English alphabet";"";"approved"
"2";"LL";"alphabet-pair";"";"İngiliz alfabesinde L ve L harfleri";"Letters L and L in the English alphabet";"";"approved"
"2";"LM";"alphabet-pair";"";"İngiliz alfabesinde L ve M harfleri";"Letters L and M in the English alphabet";"";"approved"
"2";"LN";"alphabet-pair";"";"İngiliz alfabesinde L ve N harfleri";"Letters L and N in the English alphabet";"";"approved"
"2";"LO";"alphabet-pair";"";"İngiliz alfabesinde L ve O harfleri";"Letters L and O in the English alphabet";"";"approved"
"2";"LÖ";"alphabet-pair";"";"Türk alfabesinde L ve Ö harfleri";"Letters L and Ö in the Turkish alphabet";"";"approved"
"2";"LP";"alphabet-pair";"";"İngiliz alfabesinde L ve P harfleri";"Letters L and P in the English alphabet";"";"approved"
"2";"LQ";"alphabet-pair";"";"İngiliz alfabesinde L ve Q harfleri";"Letters L and Q in the English alphabet";"";"approved"
"2";"LR";"element-symbol";"103";"Atom numarası 103 olan elementin simgesi";"Symbol of the element with atomic number 103";"İngiliz alfabesinde L ve R harfleri";"approved"
"2";"LS";"alphabet-pair";"";"İngiliz alfabesinde L ve S harfleri";"Letters L and S in the English alphabet";"";"approved"
"2";"LŞ";"alphabet-pair";"";"Türk alfabesinde L ve Ş harfleri";"Letters L and Ş in the Turkish alphabet";"";"approved"
"2";"LT";"alphabet-pair";"";"İngiliz alfabesinde L ve T harfleri";"Letters L and T in the English alphabet";"";"approved"
"2";"LU";"element-symbol";"71";"Atom numarası 71 olan elementin simgesi";"Symbol of the element with atomic number 71";"İngiliz alfabesinde L ve U harfleri";"approved"
"2";"LÜ";"alphabet-pair";"";"Türk alfabesinde L ve Ü harfleri";"Letters L and Ü in the Turkish alphabet";"";"approved"
"2";"LV";"element-symbol";"116";"Atom numarası 116 olan elementin simgesi";"Symbol of the element with atomic number 116";"İngiliz alfabesinde L ve V harfleri";"approved"
"2";"LW";"alphabet-pair";"";"İngiliz alfabesinde L ve W harfleri";"Letters L and W in the English alphabet";"";"approved"
"2";"LX";"alphabet-pair";"";"İngiliz alfabesinde L ve X harfleri";"Letters L and X in the English alphabet";"";"approved"
"2";"LY";"alphabet-pair";"";"İngiliz alfabesinde L ve Y harfleri";"Letters L and Y in the English alphabet";"";"approved"
"2";"LZ";"alphabet-pair";"";"İngiliz alfabesinde L ve Z harfleri";"Letters L and Z in the English alphabet";"";"approved"
"2";"MA";"alphabet-pair";"";"İngiliz alfabesinde M ve A harfleri";"Letters M and A in the English alphabet";"";"approved"
"2";"MB";"alphabet-pair";"";"İngiliz alfabesinde M ve B harfleri";"Letters M and B in the English alphabet";"";"approved"
"2";"MC";"element-symbol";"115";"Atom numarası 115 olan elementin simgesi";"Symbol of the element with atomic number 115";"İngiliz alfabesinde M ve C harfleri";"approved"
"2";"MÇ";"alphabet-pair";"";"Türk alfabesinde M ve Ç harfleri";"Letters M and Ç in the Turkish alphabet";"";"approved"
"2";"MD";"element-symbol";"101";"Atom numarası 101 olan elementin simgesi";"Symbol of the element with atomic number 101";"İngiliz alfabesinde M ve D harfleri";"approved"
"2";"ME";"alphabet-pair";"";"İngiliz alfabesinde M ve E harfleri";"Letters M and E in the English alphabet";"";"approved"
"2";"MF";"alphabet-pair";"";"İngiliz alfabesinde M ve F harfleri";"Letters M and F in the English alphabet";"";"approved"
"2";"MG";"element-symbol";"12";"Atom numarası 12 olan elementin simgesi";"Symbol of the element with atomic number 12";"İngiliz alfabesinde M ve G harfleri";"approved"
"2";"MĞ";"alphabet-pair";"";"Türk alfabesinde M ve Ğ harfleri";"Letters M and Ğ in the Turkish alphabet";"";"approved"
"2";"MH";"alphabet-pair";"";"İngiliz alfabesinde M ve H harfleri";"Letters M and H in the English alphabet";"";"approved"
"2";"MI";"alphabet-pair";"";"İngiliz alfabesinde M ve I harfleri";"Letters M and I in the English alphabet";"";"approved"
"2";"Mİ";"alphabet-pair";"";"Türk alfabesinde M ve İ harfleri";"Letters M and İ in the Turkish alphabet";"";"approved"
"2";"MJ";"alphabet-pair";"";"İngiliz alfabesinde M ve J harfleri";"Letters M and J in the English alphabet";"";"approved"
"2";"MK";"alphabet-pair";"";"İngiliz alfabesinde M ve K harfleri";"Letters M and K in the English alphabet";"";"approved"
"2";"ML";"alphabet-pair";"";"İngiliz alfabesinde M ve L harfleri";"Letters M and L in the English alphabet";"";"approved"
"2";"MM";"alphabet-pair";"";"İngiliz alfabesinde M ve M harfleri";"Letters M and M in the English alphabet";"";"approved"
"2";"MN";"element-symbol";"25";"Atom numarası 25 olan elementin simgesi";"Symbol of the element with atomic number 25";"İngiliz alfabesinde M ve N harfleri";"approved"
"2";"MO";"element-symbol";"42";"Atom numarası 42 olan elementin simgesi";"Symbol of the element with atomic number 42";"İngiliz alfabesinde M ve O harfleri";"approved"
"2";"MÖ";"alphabet-pair";"";"Türk alfabesinde M ve Ö harfleri";"Letters M and Ö in the Turkish alphabet";"";"approved"
"2";"MP";"alphabet-pair";"";"İngiliz alfabesinde M ve P harfleri";"Letters M and P in the English alphabet";"";"approved"
"2";"MQ";"alphabet-pair";"";"İngiliz alfabesinde M ve Q harfleri";"Letters M and Q in the English alphabet";"";"approved"
"2";"MR";"alphabet-pair";"";"İngiliz alfabesinde M ve R harfleri";"Letters M and R in the English alphabet";"";"approved"
"2";"MS";"alphabet-pair";"";"İngiliz alfabesinde M ve S harfleri";"Letters M and S in the English alphabet";"";"approved"
"2";"MŞ";"alphabet-pair";"";"Türk alfabesinde M ve Ş harfleri";"Letters M and Ş in the Turkish alphabet";"";"approved"
"2";"MT";"element-symbol";"109";"Atom numarası 109 olan elementin simgesi";"Symbol of the element with atomic number 109";"İngiliz alfabesinde M ve T harfleri";"approved"
"2";"MU";"alphabet-pair";"";"İngiliz alfabesinde M ve U harfleri";"Letters M and U in the English alphabet";"";"approved"
"2";"MÜ";"alphabet-pair";"";"Türk alfabesinde M ve Ü harfleri";"Letters M and Ü in the Turkish alphabet";"";"approved"
"2";"MV";"alphabet-pair";"";"İngiliz alfabesinde M ve V harfleri";"Letters M and V in the English alphabet";"";"approved"
"2";"MW";"alphabet-pair";"";"İngiliz alfabesinde M ve W harfleri";"Letters M and W in the English alphabet";"";"approved"
"2";"MX";"alphabet-pair";"";"İngiliz alfabesinde M ve X harfleri";"Letters M and X in the English alphabet";"";"approved"
"2";"MY";"alphabet-pair";"";"İngiliz alfabesinde M ve Y harfleri";"Letters M and Y in the English alphabet";"";"approved"
"2";"MZ";"alphabet-pair";"";"İngiliz alfabesinde M ve Z harfleri";"Letters M and Z in the English alphabet";"";"approved"
"2";"NA";"element-symbol";"11";"Atom numarası 11 olan elementin simgesi";"Symbol of the element with atomic number 11";"İngiliz alfabesinde N ve A harfleri";"approved"
"2";"NB";"element-symbol";"41";"Atom numarası 41 olan elementin simgesi";"Symbol of the element with atomic number 41";"İngiliz alfabesinde N ve B harfleri";"approved"
"2";"NC";"alphabet-pair";"";"İngiliz alfabesinde N ve C harfleri";"Letters N and C in the English alphabet";"";"approved"
"2";"NÇ";"alphabet-pair";"";"Türk alfabesinde N ve Ç harfleri";"Letters N and Ç in the Turkish alphabet";"";"approved"
"2";"ND";"element-symbol";"60";"Atom numarası 60 olan elementin simgesi";"Symbol of the element with atomic number 60";"İngiliz alfabesinde N ve D harfleri";"approved"
"2";"NE";"element-symbol";"10";"Atom numarası 10 olan elementin simgesi";"Symbol of the element with atomic number 10";"İngiliz alfabesinde N ve E harfleri";"approved"
"2";"NF";"alphabet-pair";"";"İngiliz alfabesinde N ve F harfleri";"Letters N and F in the English alphabet";"";"approved"
"2";"NG";"alphabet-pair";"";"İngiliz alfabesinde N ve G harfleri";"Letters N and G in the English alphabet";"";"approved"
"2";"NĞ";"alphabet-pair";"";"Türk alfabesinde N ve Ğ harfleri";"Letters N and Ğ in the Turkish alphabet";"";"approved"
"2";"NH";"element-symbol";"113";"Atom numarası 113 olan elementin simgesi";"Symbol of the element with atomic number 113";"İngiliz alfabesinde N ve H harfleri";"approved"
"2";"NI";"element-symbol";"28";"Atom numarası 28 olan elementin simgesi";"Symbol of the element with atomic number 28";"İngiliz alfabesinde N ve I harfleri";"approved"
"2";"Nİ";"alphabet-pair";"";"Türk alfabesinde N ve İ harfleri";"Letters N and İ in the Turkish alphabet";"";"approved"
"2";"NJ";"alphabet-pair";"";"İngiliz alfabesinde N ve J harfleri";"Letters N and J in the English alphabet";"";"approved"
"2";"NK";"alphabet-pair";"";"İngiliz alfabesinde N ve K harfleri";"Letters N and K in the English alphabet";"";"approved"
"2";"NL";"alphabet-pair";"";"İngiliz alfabesinde N ve L harfleri";"Letters N and L in the English alphabet";"";"approved"
"2";"NM";"alphabet-pair";"";"İngiliz alfabesinde N ve M harfleri";"Letters N and M in the English alphabet";"";"approved"
"2";"NN";"alphabet-pair";"";"İngiliz alfabesinde N ve N harfleri";"Letters N and N in the English alphabet";"";"approved"
"2";"NO";"element-symbol";"102";"Atom numarası 102 olan elementin simgesi";"Symbol of the element with atomic number 102";"İngiliz alfabesinde N ve O harfleri";"approved"
"2";"NÖ";"alphabet-pair";"";"Türk alfabesinde N ve Ö harfleri";"Letters N and Ö in the Turkish alphabet";"";"approved"
"2";"NP";"element-symbol";"93";"Atom numarası 93 olan elementin simgesi";"Symbol of the element with atomic number 93";"İngiliz alfabesinde N ve P harfleri";"approved"
"2";"NQ";"alphabet-pair";"";"İngiliz alfabesinde N ve Q harfleri";"Letters N and Q in the English alphabet";"";"approved"
"2";"NR";"alphabet-pair";"";"İngiliz alfabesinde N ve R harfleri";"Letters N and R in the English alphabet";"";"approved"
"2";"NS";"alphabet-pair";"";"İngiliz alfabesinde N ve S harfleri";"Letters N and S in the English alphabet";"";"approved"
"2";"NŞ";"alphabet-pair";"";"Türk alfabesinde N ve Ş harfleri";"Letters N and Ş in the Turkish alphabet";"";"approved"
"2";"NT";"alphabet-pair";"";"İngiliz alfabesinde N ve T harfleri";"Letters N and T in the English alphabet";"";"approved"
"2";"NU";"alphabet-pair";"";"İngiliz alfabesinde N ve U harfleri";"Letters N and U in the English alphabet";"";"approved"
"2";"NÜ";"alphabet-pair";"";"Türk alfabesinde N ve Ü harfleri";"Letters N and Ü in the Turkish alphabet";"";"approved"
"2";"NV";"alphabet-pair";"";"İngiliz alfabesinde N ve V harfleri";"Letters N and V in the English alphabet";"";"approved"
"2";"NW";"alphabet-pair";"";"İngiliz alfabesinde N ve W harfleri";"Letters N and W in the English alphabet";"";"approved"
"2";"NX";"alphabet-pair";"";"İngiliz alfabesinde N ve X harfleri";"Letters N and X in the English alphabet";"";"approved"
"2";"NY";"alphabet-pair";"";"İngiliz alfabesinde N ve Y harfleri";"Letters N and Y in the English alphabet";"";"approved"
"2";"NZ";"alphabet-pair";"";"İngiliz alfabesinde N ve Z harfleri";"Letters N and Z in the English alphabet";"";"approved"
"2";"OA";"alphabet-pair";"";"İngiliz alfabesinde O ve A harfleri";"Letters O and A in the English alphabet";"";"approved"
"2";"ÖA";"alphabet-pair";"";"Türk alfabesinde Ö ve A harfleri";"Letters Ö and A in the Turkish alphabet";"";"approved"
"2";"OB";"alphabet-pair";"";"İngiliz alfabesinde O ve B harfleri";"Letters O and B in the English alphabet";"";"approved"
"2";"ÖB";"alphabet-pair";"";"Türk alfabesinde Ö ve B harfleri";"Letters Ö and B in the Turkish alphabet";"";"approved"
"2";"OC";"alphabet-pair";"";"İngiliz alfabesinde O ve C harfleri";"Letters O and C in the English alphabet";"";"approved"
"2";"OÇ";"alphabet-pair";"";"Türk alfabesinde O ve Ç harfleri";"Letters O and Ç in the Turkish alphabet";"";"approved"
"2";"ÖC";"alphabet-pair";"";"Türk alfabesinde Ö ve C harfleri";"Letters Ö and C in the Turkish alphabet";"";"approved"
"2";"ÖÇ";"alphabet-pair";"";"Türk alfabesinde Ö ve Ç harfleri";"Letters Ö and Ç in the Turkish alphabet";"";"approved"
"2";"OD";"alphabet-pair";"";"İngiliz alfabesinde O ve D harfleri";"Letters O and D in the English alphabet";"";"approved"
"2";"ÖD";"alphabet-pair";"";"Türk alfabesinde Ö ve D harfleri";"Letters Ö and D in the Turkish alphabet";"";"approved"
"2";"OE";"alphabet-pair";"";"İngiliz alfabesinde O ve E harfleri";"Letters O and E in the English alphabet";"";"approved"
"2";"ÖE";"alphabet-pair";"";"Türk alfabesinde Ö ve E harfleri";"Letters Ö and E in the Turkish alphabet";"";"approved"
"2";"OF";"alphabet-pair";"";"İngiliz alfabesinde O ve F harfleri";"Letters O and F in the English alphabet";"";"approved"
"2";"ÖF";"alphabet-pair";"";"Türk alfabesinde Ö ve F harfleri";"Letters Ö and F in the Turkish alphabet";"";"approved"
"2";"OG";"element-symbol";"118";"Atom numarası 118 olan elementin simgesi";"Symbol of the element with atomic number 118";"İngiliz alfabesinde O ve G harfleri";"approved"
"2";"OĞ";"alphabet-pair";"";"Türk alfabesinde O ve Ğ harfleri";"Letters O and Ğ in the Turkish alphabet";"";"approved"
"2";"ÖG";"alphabet-pair";"";"Türk alfabesinde Ö ve G harfleri";"Letters Ö and G in the Turkish alphabet";"";"approved"
"2";"ÖĞ";"alphabet-pair";"";"Türk alfabesinde Ö ve Ğ harfleri";"Letters Ö and Ğ in the Turkish alphabet";"";"approved"
"2";"OH";"alphabet-pair";"";"İngiliz alfabesinde O ve H harfleri";"Letters O and H in the English alphabet";"";"approved"
"2";"ÖH";"alphabet-pair";"";"Türk alfabesinde Ö ve H harfleri";"Letters Ö and H in the Turkish alphabet";"";"approved"
"2";"OI";"alphabet-pair";"";"İngiliz alfabesinde O ve I harfleri";"Letters O and I in the English alphabet";"";"approved"
"2";"Oİ";"alphabet-pair";"";"Türk alfabesinde O ve İ harfleri";"Letters O and İ in the Turkish alphabet";"";"approved"
"2";"ÖI";"alphabet-pair";"";"Türk alfabesinde Ö ve I harfleri";"Letters Ö and I in the Turkish alphabet";"";"approved"
"2";"Öİ";"alphabet-pair";"";"Türk alfabesinde Ö ve İ harfleri";"Letters Ö and İ in the Turkish alphabet";"";"approved"
"2";"OJ";"alphabet-pair";"";"İngiliz alfabesinde O ve J harfleri";"Letters O and J in the English alphabet";"";"approved"
"2";"ÖJ";"alphabet-pair";"";"Türk alfabesinde Ö ve J harfleri";"Letters Ö and J in the Turkish alphabet";"";"approved"
"2";"OK";"alphabet-pair";"";"İngiliz alfabesinde O ve K harfleri";"Letters O and K in the English alphabet";"";"approved"
"2";"ÖK";"alphabet-pair";"";"Türk alfabesinde Ö ve K harfleri";"Letters Ö and K in the Turkish alphabet";"";"approved"
"2";"OL";"alphabet-pair";"";"İngiliz alfabesinde O ve L harfleri";"Letters O and L in the English alphabet";"";"approved"
"2";"ÖL";"alphabet-pair";"";"Türk alfabesinde Ö ve L harfleri";"Letters Ö and L in the Turkish alphabet";"";"approved"
"2";"OM";"alphabet-pair";"";"İngiliz alfabesinde O ve M harfleri";"Letters O and M in the English alphabet";"";"approved"
"2";"ÖM";"alphabet-pair";"";"Türk alfabesinde Ö ve M harfleri";"Letters Ö and M in the Turkish alphabet";"";"approved"
"2";"ON";"alphabet-pair";"";"İngiliz alfabesinde O ve N harfleri";"Letters O and N in the English alphabet";"";"approved"
"2";"ÖN";"alphabet-pair";"";"Türk alfabesinde Ö ve N harfleri";"Letters Ö and N in the Turkish alphabet";"";"approved"
"2";"OO";"alphabet-pair";"";"İngiliz alfabesinde O ve O harfleri";"Letters O and O in the English alphabet";"";"approved"
"2";"OÖ";"alphabet-pair";"";"Türk alfabesinde O ve Ö harfleri";"Letters O and Ö in the Turkish alphabet";"";"approved"
"2";"ÖO";"alphabet-pair";"";"Türk alfabesinde Ö ve O harfleri";"Letters Ö and O in the Turkish alphabet";"";"approved"
"2";"ÖÖ";"alphabet-pair";"";"Türk alfabesinde Ö ve Ö harfleri";"Letters Ö and Ö in the Turkish alphabet";"";"approved"
"2";"OP";"alphabet-pair";"";"İngiliz alfabesinde O ve P harfleri";"Letters O and P in the English alphabet";"";"approved"
"2";"ÖP";"alphabet-pair";"";"Türk alfabesinde Ö ve P harfleri";"Letters Ö and P in the Turkish alphabet";"";"approved"
"2";"OQ";"alphabet-pair";"";"İngiliz alfabesinde O ve Q harfleri";"Letters O and Q in the English alphabet";"";"approved"
"2";"OR";"alphabet-pair";"";"İngiliz alfabesinde O ve R harfleri";"Letters O and R in the English alphabet";"";"approved"
"2";"ÖR";"alphabet-pair";"";"Türk alfabesinde Ö ve R harfleri";"Letters Ö and R in the Turkish alphabet";"";"approved"
"2";"OS";"element-symbol";"76";"Atom numarası 76 olan elementin simgesi";"Symbol of the element with atomic number 76";"İngiliz alfabesinde O ve S harfleri";"approved"
"2";"OŞ";"alphabet-pair";"";"Türk alfabesinde O ve Ş harfleri";"Letters O and Ş in the Turkish alphabet";"";"approved"
"2";"ÖS";"alphabet-pair";"";"Türk alfabesinde Ö ve S harfleri";"Letters Ö and S in the Turkish alphabet";"";"approved"
"2";"ÖŞ";"alphabet-pair";"";"Türk alfabesinde Ö ve Ş harfleri";"Letters Ö and Ş in the Turkish alphabet";"";"approved"
"2";"OT";"alphabet-pair";"";"İngiliz alfabesinde O ve T harfleri";"Letters O and T in the English alphabet";"";"approved"
"2";"ÖT";"alphabet-pair";"";"Türk alfabesinde Ö ve T harfleri";"Letters Ö and T in the Turkish alphabet";"";"approved"
"2";"OU";"alphabet-pair";"";"İngiliz alfabesinde O ve U harfleri";"Letters O and U in the English alphabet";"";"approved"
"2";"OÜ";"alphabet-pair";"";"Türk alfabesinde O ve Ü harfleri";"Letters O and Ü in the Turkish alphabet";"";"approved"
"2";"ÖU";"alphabet-pair";"";"Türk alfabesinde Ö ve U harfleri";"Letters Ö and U in the Turkish alphabet";"";"approved"
"2";"ÖÜ";"alphabet-pair";"";"Türk alfabesinde Ö ve Ü harfleri";"Letters Ö and Ü in the Turkish alphabet";"";"approved"
"2";"OV";"alphabet-pair";"";"İngiliz alfabesinde O ve V harfleri";"Letters O and V in the English alphabet";"";"approved"
"2";"ÖV";"alphabet-pair";"";"Türk alfabesinde Ö ve V harfleri";"Letters Ö and V in the Turkish alphabet";"";"approved"
"2";"OW";"alphabet-pair";"";"İngiliz alfabesinde O ve W harfleri";"Letters O and W in the English alphabet";"";"approved"
"2";"OX";"alphabet-pair";"";"İngiliz alfabesinde O ve X harfleri";"Letters O and X in the English alphabet";"";"approved"
"2";"OY";"alphabet-pair";"";"İngiliz alfabesinde O ve Y harfleri";"Letters O and Y in the English alphabet";"";"approved"
"2";"ÖY";"alphabet-pair";"";"Türk alfabesinde Ö ve Y harfleri";"Letters Ö and Y in the Turkish alphabet";"";"approved"
"2";"OZ";"alphabet-pair";"";"İngiliz alfabesinde O ve Z harfleri";"Letters O and Z in the English alphabet";"";"approved"
"2";"ÖZ";"alphabet-pair";"";"Türk alfabesinde Ö ve Z harfleri";"Letters Ö and Z in the Turkish alphabet";"";"approved"
"2";"PA";"element-symbol";"91";"Atom numarası 91 olan elementin simgesi";"Symbol of the element with atomic number 91";"İngiliz alfabesinde P ve A harfleri";"approved"
"2";"PB";"element-symbol";"82";"Atom numarası 82 olan elementin simgesi";"Symbol of the element with atomic number 82";"İngiliz alfabesinde P ve B harfleri";"approved"
"2";"PC";"alphabet-pair";"";"İngiliz alfabesinde P ve C harfleri";"Letters P and C in the English alphabet";"";"approved"
"2";"PÇ";"alphabet-pair";"";"Türk alfabesinde P ve Ç harfleri";"Letters P and Ç in the Turkish alphabet";"";"approved"
"2";"PD";"element-symbol";"46";"Atom numarası 46 olan elementin simgesi";"Symbol of the element with atomic number 46";"İngiliz alfabesinde P ve D harfleri";"approved"
"2";"PE";"alphabet-pair";"";"İngiliz alfabesinde P ve E harfleri";"Letters P and E in the English alphabet";"";"approved"
